code	name	address
B 3238	INSPIRE at the Salt Lake Center for Science Education	1400 W Goodwin Avenue, Salt Lake City, UT 84116
B 325	Red Butte Garden Rose House	300 Wakara Way, Salt Lake City, UT 84108
B 3251	Elko Specialty Clinic	247 Bluffs Ave, Elko, NV 89801
B 3252	250 Promenade Place	250 Promenade Place, Las Vegas, NV
B 3259	WV Residential Lease	3802 S. 5600 W., West Valley City, UT 84120
B 3269	SLVHD- College of Nursing (Midwifery Clinic)	4535 S. 5600 W, West Valley City, UT 84120-4639
B 3270	SL Valley Detention Center	3450 South 900 West, West Valley City, UT 84119
B 3272	Womens Health Equity Fellowship Residential	Fd 2141 2 Dine Drive, Fort Defiance Navajo Nation, AZ
B 328	Reserved for Future Red Butte Vehicle Storage Building	2203 Red Butte Rd, Salt Lake City, UT 84113
B 3296	Farnsworth Home	3696 S. 5600 W., West Valley City, UT 84120
B 3338	138 South Main Street	Panguitch, UT
B 3392	Legacy Highway Storage	1392 W 500 S Suite A, Woods Cross, UT 84087
B 3401	Department of Surgery / otolaryngology	230 S. 500 E. Suite 150, Salt Lake City, UT 84102
B 3402	American Fork Dialysis	1159 E. 200 N., American Fork, UT 84003
B 3403	Idaho Falls Pediatrics	1645 Pancheri Drive, Idaho Falls, ID 83402
B 3404	Sorenson Global Impact Investing Center	299 South Main St, Salt Lake City, UT 84101
B 3408	377 Pueblo Court	377 Pueblo Court, Moab, UT
B 3409	570 W 400S	570 W 400s, Salt Lake City, UT
B 3410	Station Ctr 1 (TBD) Reserved	Salt Lake City, UT 84101
B 3411	Station Ctr 2 (TBD)	570 W 400s, Salt Lake City, UT 84101
B 3412	Station Ctr Parking	570 W 400s, Salt Lake City, UT 84101
B 3413	Cottonwood III at Newpark	1389 Center Drive, Park City, UT
B 3414	366 Pueblo Court	Moab, UT
B 3415	459 E. Nichols Ave	459 E. Nichols Ave, Moab, UT 84532
B 3416	MILLCREEK PUEBLO 4-B	369 Pueblo Court, Moab, UT
B 3417	HMHI Park City Clinic	1820 Sidewinder Drive, Park City, UT 84060
B 3418	Gold Dust Plaza	1887 Gold Dust Lane, Park City, UT 84060
B 3419	Desert Trails Apartments	616 Rosetree, Moab, UT 84532
B 3420	Park City Surgical and Medical Plaza	1850 Sidewinder Dr., Park City, UT 84060-7564
B 3421	Heber Valley Medical Center	380 East 1500 South Suite 201, Heber City, UT 84032
B 3422	Heber Valley Hospital	350 East 1500 South Highway 40, Heber City, UT 84032
B 3423	Idaho Heart Institute	2985 Cortez Ave, Idaho Falls, ID 83404
B 3424	Pocatello Primary Care Specialists	110 Vista Dr, Pocatello, ID 83201
B 3425	Utah Valley Hospital	1034 N 500 W, Provo, UT 84604
B 3426	Moab Regional Hospital	450 Williams Way, Moab, UT 84532
B 3427	Fort Duchesne Residential	Fort Duchesne Residential, UT 84026
B 3432	Extra Space Storage	1150 S 500 W, Salt Lake City, UT
B 3433	The Falls at Mesa Point	368 South Mall Drive, St George, UT 84790
B 3434	KUEN  Utah Education Network Storage	2650 West 2600 North, Helper, UT 84526
B 3435	Dixie State University Business Office	225 S University Ave, St George, UT 84770
B 3437	UEN Storage Hurricane	126 North Old Highway 91, Hurricane, UT 84737
B 3438	Allistar Storage LLC	896 N. Westridge Drive, St George, UT 84770
B 3439	Erda Self Storage	427 East Cimmarron Way, Erda, UT 84074
B 3440	AA Alpine Storage	750 N. Warm Springs Road (700 W), Salt Lake City, UT 84116
B 3441	Sugarhouse Self Storage	1260 Elgin Ave, Salt Lake City, UT 84106
B 3442	Department of Chemical Engineering	653 South 600 West, Salt Lake City, Ut, Salt Lake City, UT 84101
B 3443	Southern Utah University	351 W Center St, Cedar City, UT 84720
B 3444	Indian Health Clinic	350 S 700 E, Salt Lake City, UT 84102-2188
B 3445	Rocky Mt Eye Center	4400 S 700 E, Salt Lake City, UT 84107-3000
B 3446	SL County Surveyor Office	4500 S Main, Salt Lake City, UT 84107-3782
B 3447	Central Ut Med. Clinic (Urology)	1055 N 300 W, Provo, UT 84604
B 3448	Clinics at the Utah Valley Regional Medical Center	1034 N 500 W, Provo, UT 84604
B 3449	Cottonwood Hospital	570 S 300 E, Murray, UT 84107
B 3450	Physicians Prof Bldg (Derm Clinic)	324 10th Ave Ste 224, Salt Lake City, UT 84103
B 3451	LDS Hospital	325 8th Ave, Salt Lake City, UT 84103
B 3452	Special Education	1595 W 500 S, Salt Lake City, UT 84104-5238
B 3453	Holy Cross Clinic	1102 E S Temple, Salt Lake City, UT 84102
B 3454	CECE - Bountiful Site	75 E 200 S, Bountiful, UT 84010-6215
B 3455	DCE - Copperview	Salt Lake City, UT
B 3456	AOCE - Park City Site	1255 Park Ave Rm 201, Park City, UT 84060
B 3457	Dugway - Cosmic Ray	Tooele, UT
B 3458	Lon and Mary Watson Millard County Cosmic Ray Center	648 West Main Street, Delta, UT 84624
B 3459	Dinwood Building Storage	37 W 100 S, Salt Lake City, UT 84054
B 3460	VA - Building #1	500 S Foothill Dr, Salt Lake City, UT 84148
B 3461	Morton Thiokal	Salt Lake City, UT
B 3462	New Liberty Community Learning Center and Clinic	1078 S 300 E, Salt Lake City, UT 84111
B 3463	VA - Building #133	500 S Foothill Dr, Salt Lake City, UT 84148
B 3464	VA - Building #2	500 S Foothill Dr, Salt Lake City, UT 84148
B 3465	VA - Building #14	500 S Foothill Dr, Salt Lake City, UT 84148
B 3466	VA - Building #3	500 S Foothill Dr, Salt Lake City, UT 84148
B 3467	VA - Building #7	500 S Foothill Dr, Salt Lake City, UT 84148
B 3468	St. George Cancer Center	St George, UT
B 3469	College of Nursing Birth Center	5282 S Commerce Dr, Salt Lake City, UT 84107
B 3470	Birth Center	515 S 400 E, Salt Lake City, UT 84111
B 3471	FHP	Salt Lake City, UT
B 3472	SL Regional Med Ctr (Holy Cross)	1050 E S Temple, Salt Lake City, UT 84102-1599
B 3473	Utah State University	Utah State University, Logan, UT 84322-0002
B 3474	N.W. Community Health Center	1365 W 1000 N, Salt Lake City, UT 84116-1654
B 3475	Tonaquint Data Center in St George	1108 W 1600 S, St George, UT 84770
B 3476	Utah Lions Eye Bank	3335 E. Deseret Dr, St George, UT 84790
B 3477	Medical Office Building SL Regional Med Ctr (Holy Cross)	82 South 1100 East Suite 204, Salt Lake City, UT 84102-1599
B 3478	Mountain View Orthopedic Center	5957 Fashion Point Dr Suite 101, Ogden, UT 84403
B 3480	Sample Library	Salt Lake City
B 3481	Heber Mine	Salt Lake City, UT
B 3482	BYU	Salt Lake City, UT
B 3483	Govenor's Mansion	Salt Lake City, UT
B 3484	Springville Museum of Art	Salt Lake City, UT
B 3485	IFA communications tower	498 West Main Street, Delta, UT
B 3486	VA Hospital Building #45	500 S Foothill Dr, Salt Lake City, UT
B 3488	Salt Lake Community College	Salt Lake City, UT
B 3489	North Salt Lake Pilot Plant	Salt Lake City, UT
B 3490	IHC Hearing & Balance Clinic	Salt Lake City, UT
B 3491	Seismograph Stations	
B 3492	State Office of Education	Salt Lake City, UT
B 3493	DCE Admin	747 E S Temple Ste 101, Salt Lake City, UT 84102
B 3494	CECE - Murray Site	5282 S 320 West Number D Suite 100, Murray, UT 84107
B 3495	DCE - Lindberg Plaza	221 N Charles Lindberg Dr, Salt Lake City, UT 84116
B 3496	AOCE - Sandy Site	9875 S 240 W, Sandy, UT 84707
B 3497	Kings West Corp	6965 S Union Pk Ctr Suite 310, Midvale, UT 84047
B 3498	Open Imaging - Redwood	6243 S Redwood Rd, Taylorsville, UT 84123
B 3499	Ogden High School	2828 Harrison Blvd, Ogden, UT 84403
B 3500	UUHN Storage	400 N 7th W, North Salt Lake, UT 84054-2708
B 3501	UUHN Storage	344 N Main, Layton, UT 84041
B 3502	Pediatrics S. Main Clinic	3690 S. Main, Salt Lake City, UT 84115
B 3503	Animal Resources Storage Units	1674 N Beck St, Salt Lake City, UT 84116
B 3504	LDS Institute	1780 E S Campus Dr, Salt Lake City, UT
B 3505	Cottonwood High School	5715 S 1300 E, Salt Lake City, UT
B 3507	SoD at Weber State - Dental Hygine Program	3891 Stadium Way, Ogden, UT 84408
B 3508	Dr. Symond gift property #1	838 S 500 W, Milford, UT
B 3509	Dr. Symond gift property #2	840 S 500 W, Milford, UT 84751
B 3510	McKay-Dee Hospital	4403 Harrison Blvd, Ogden, UT 84403
B 3511	Hinkley Institute of Politics	175 S Reynolds, Alexandria, VA
B 3512	Faculty Club Lodge	8530 E State Route 35, Kamas, UT 84036
B 3513	3600 West	2256 S 3600 W, West Valley City, UT 84119
B 3514	McKay-Dee Medical Office Building-NUKS	4403 Harrison Blvd, Suite 2635, Ogden, UT 84403
B 3515	Air Med  Hospitals and Clinics	1441 E Rambling Dr, Draper, UT 84020
B 3516	AirMed Hangar SLC Airport	649 N 2360 W, Salt Lake City, UT 84116
B 3517	Hinkley Institute of Politics	200 S Vandorn, Alexandria, VA
B 3518	Condo at Silver Cliff Village	1375 Woodside Avenue 1, Park City, UT
B 3519	Energy and Geosciences Inst	16000 Memorial Dr, Houston, TX
B 3520	Virginia Tanner Creative Dance	2580 Jefferson Avenue, Ogden, UT 84401
B 3522	Addiction Referral Services Clinic	450 S 900 East, Salt Lake City, UT 84102
B 3523	Scorup House College of Architecture	210 North 700 East, Bluff, UT 84512
B 3524	Nayon Heights Condominium Unit 6 Building G	1086 North 1250 East, Layton, UT 84040
B 3525	Eastside Place Apartments	350 South 600 East, Salt Lake City, UT 84102
B 3526	Hartland Apartments	1617 W Secret Garden Place, Salt Lake City, UT 84104
B 3527	City Front Apartments	641 W North Temple, Salt Lake City, UT 84116
B 3528	Northwest Parent Resource Network	1300 W 300 N, Salt Lake City, UT 84116
B 3530	Red Gate Properties	144-146 S 400 E, Salt Lake City, UT 84111
B 3531	Emile A Dewitt	1433 E 1700 S, Salt Lake City, UT 84105
B 3532	University Press Book Storage 1	11028 S Langeley, Chicago, IL
B 3533	UU Press Chicago Distribution Center	11030 S Langeley, Chicago, IL
B 3534	Salt Lake Office Bldg	3269 S Main, Salt Lake City, UT 84115
B 3535	Ford Building	280 South 400 West, Salt Lake City, UT 84101
B 3537	Livermore Residence	1234 Depaul Way, Livermore, CA 94550
B 3538	Walker Lane Building CA	165 6th Avenue Unit 2601, San Diego, CA 92101
B 3539	INSPIRE at DWS Utah Refugee Center	150 North 1950 West, Salt Lake City, UT 84116
B 3540	Albuquerque Uptown Village Apartments	2222 Uptown Loop Ne, Albuquerque, NM 87110
B 3541	Beneficiary Deed Townhome Tucson	257 E. Crooked Stick Dr, Tucson, AZ 85737
B 3542	Physics Housing in Tucson	Various Locations, Tucson, AZ
B 3543	Physics Residence 6	286 West 300 North, Delta, UT
B 3544	Institute for Clean & Secure Energy (ICES) Residential Lease	6100 Cortaderia Ne, Suite 3923, Albuquerque, NM 87111
B 3545	Institute for Clean & Secure Energy (ICES)	6001 Moon St. Ne 1922, Albuquerque, NM 87111
B 3546	Stonebridge Plaza Apts	27 West Main St., Santaquin, UT 84655
B 3548	Sunset Towers Apartments	40 S 900 E 7b, Salt Lake City, UT 84105
B 3549	Bonderman Field Station at Rio Mesa - ship to address	125 W 200 South, Moab, UT 84532
B 3550	Library Square Center	231 E 400 S, Salt Lake City, UT 84111
B 3551	Cloverland Building	5242 S. College Drive Suite 100, Murray, UT 84123
B 3552	Hinkley Institute of Politics -- 2950 Van Ness Ave	2950 Van Ness Avenue, Washington D.C., DC
B 3553	Physics Residence 5	389 E 300 N, Delta, UT 84624
B 3554	Middle Drum Fluorescence Detector Building	Lat 39.20792, Long -112.99366, Delta, UT 84624
B 3555	Black Rock Mesa Fluorescence Detector Building	Lat 39.18830, Long -112.711170, Delta, UT 84624
B 3556	Long Ridge Fluorescence Detector Building	Lat 39.22622 Long -113.07260, Delta, UT 84624
B 3557	Black Rock Mesa Electon Light Source	Lat 39.18886, Long-112.71276, Hinkley, UT 84635
B 3575	Dorothy Watkiss Life Estate	1509 S Canterbury Dr., Salt Lake City, UT 84108
B 3576	VA Hospital Building # 30	500 S. Foothill Drive, Salt Lake City, UT 84148
B 3577	VA Hospital Building # 37	500 S. Foothill Drive, Salt Lake City, UT 84148
B 3579	UTU SoM	1071 E 100 S, St George, UT 84770
B 3580	West Valley Dialysis Center	3854 W 5400 S, Taylorsville, UT 84118
B 3581	Air Med - Park City	730 W Bitner Road, Park City, UT 84098
B 3582	AirMed Hangar Base Rock Springs	Hwy 370, W. Hangar, Rock Springs, WY 82901
B 3583	Air Med - Timpanogos Regional Hospital	750 W 800 N, Orem, UT 84057
B 3584	Air Med - Ogden Regional Hospital	5375 S 500 E, Ogden, UT 84405
B 3585	College of Nursing Temporary Building - Royalwood Plaza	230 W 200 S, Salt Lake City, UT 84101
B 3586	Payson Regional Dialysis Center	15 South 1000 East, Suite 50, Payson, UT 84651
B 3587	Ob-Gyn Clinic - Avenues	370 East 9th Avenue, Ste 101, Salt Lake City, UT 84103
B 3588	Addiction Referral Services Clinic	450 S 900 E Ste 300, Salt Lake City, UT 84070
B 3589	AirMed Hangar Quarters Tooele	145 E 1000 N, Tooele, UT 84074
B 3590	Physics Residence 1	140 N 300 E, Delta, UT 84624
B 3591	Physics Residence 2	198 S 200 W, Delta, UT 84624
B 3592	Physics Residence 3	168 N 150 E, Delta, UT 84624
B 3593	Physics Residence 4	379 E 300 N, Delta, UT 84624
B 3594	Brigham Apartments,  825	201 East South Temple, Salt Lake City, UT 84111
B 3595	U Investment Office	136 Heber Ave, Suite 204, Park City, UT 84060
B 3596	Transplant Surgery Residence	145 E Harmon Ave, 506 A, Las Vegas, NV 89109
B 3597	Damon Building Diabetes	Jct Hwy 265 And N-12, Number F, Window Rock, AZ 86515
B 3598	General Surgery Clinic	5169 Intermountain Dr, 550, Murray, UT 84107
B 3599	University Neighborhood Partners #2	1617 Secret Garden Place 162, Salt Lake City, UT 84104-4031
B 3600	University Neighborhood Partners 3	1617 Secret Garden Place 264, Salt Lake City, UT 84104-4031
B 3601	Downtown Commons One	349 E. 1st Ave, Salt Lake City, UT 84103-2699
B 3602	Downtown Commons Two	43 S. 400 E., Salt Lake City, UT 84111-1817
B 3603	Home Clinic North	2540 Washington Blvd, #122, Ogden, UT 84401
B 3604	Mark Lindsay Dialysis Center	1151 Country Hills Dr, Ogden, UT 84401
B 3605	Kearns Building	136 S Main 320, Salt Lake City, UT 84101-1601
B 3606	Air Med Apartment Rock Springs	3218 Dewar Dr 101, Rock Springs, WY 82291
B 3607	Willard L. Eccles Observatory	Frisco Peak, Milford, UT
B 3608	School of Dentistry Residential Apt.	368 S 300 W, Blanding, UT 84511
B 3609	Virgina Tanner Dance-Park City	3770 N. Highway 224, Park City, UT 84098
B 3610	Virgina Tanner Dance-South Jordan	11700 S. 5100 W., Salt Lake City, UT 84095
B 3611	Riverton Medical Center	3773 West 12600 South, Riverton, UT 84065
B 3612	Hinckley Institute Apartments	850 Quincy Street Nw 305, 417, 525, 609 625 Washington Dc 20011, Washington D.C., DC 20011
B 3613	Virginia Tanner Creative Dance Program-Park City 2	4237 Kilby Road, Park City, UT 84098
B 3614	Red Zone - Sandy UofU Book Store	10497 S State Street, Salt Lake City, UT 84070
B 3615	Donelson-Pyper House	436 Alameda Avenue, Salt Lake City, UT 84111
B 3616	Richfield Data Center	360 S 500 W, Richfield, UT 84701
B 3617	Air Med Orem	750 West 800 North, Orem, Ut 84057, Orem, UT 84057
B 3618	Hamburg Student Exchange	556 J Street, Salt Lake City, UT 84121
B 3619	Red Zone - Layton Hills Convenience Center	445 W. 1425 N, Layton, UT 84041
B 3620	Pediatrics Clinic	3741 West 12600 South, Salt Lake City, UT 84095
B 3621	Thomas S. Monson Center	411 E. South Temple, Salt Lake City, UT 84111
B 3622	Red Zone -  West Jordan UofU	3763 West Center Park Drive 110, West Jordan, UT 84084
B 3623	Red Zone - Jordan Landing	3763 West Center Park Drive,, West Jordan, UT 84084
B 3624	Old LDS Carriage House	Salt Lake City, UT
B 3625	Willard L Eccles Observatory Support Building	Frisco Peak, Milford, UT 84751
B 3626	Virginia Tanner Dance Program with Park City School District	4600 Silver Springs Drive, Park City, UT 84098
B 3628	RuUte 513 N. 300 W.	513 N. 300 W, Monticello, UT
B 3629	Cannery Apartments	400 Nelson Avenue Num_3102, Farmington, NM
B 3630	COPPER RIDGE WAREHOUSE	2540 Copper Ridge Dr, Steamboat Springs, CO 80487
B 3631	The Sweet House	513 N. 300 W., Blanding, UT 84511
B 3632	Orrin G. Hatch Center at The Utah House	1527 - 1529 18th Street, Nw, Washington D.C., DC 20036
B 3634	Shop Workspace	350 E 400 S, Salt Lake City, UT 84111
B 3635	CAROLYN BARNES GARDNER CARRIAGE HOUSE	1781 Church St Nw, Washington D.C., 20036-1301
B 3636	1577 Dewar Drive Building A	1577 Dewar Drive Building A, Rock Springs, WY 82901
B 3637	37060 William William Rd	37060 William William Rd, Steamboat Springs, CO 80487
B 3638	2920 Apres Ski Way A	2920 Apres Ski Way, Steamboat Springs, CO 80487
B 3640	Storm Peak Laboratory	Steamboat Springs, CO
B 3641	Sweetwater Memorial Hospital	1180 College Drive Suite C, Rock Springs, WY 82901
B 3642	KUER - Transmitter Farnsworth Peak	Farnsworth Peak, Salt Lake City, UT
B 3643	KUED-Crawford Mt. Communications Site	41.68312 N 111.05727 W, Randolph, UT 84064
B 3644	KUER - Edna Peak - Sanpete County	39-16-23.3 N, 111-39-29.0 W, Manti, UT
B 3645	KUER - 1034 W., RSI Drive	Logan, UT
B 3649	KUER - TSM St George	St George, UT 84771
B 3651	TARA Radar Transmitter Building - Lee Ditch Rd	Lat 39.33883, Long -112.7009, Hinkley, UT 84635
B 3652	AirMed China Ridge Communication Towers	Near Marsh Lake, UT
B 3654	AirMed Quarters Rock Springs, Apts 305 & 308	3214 Dewar Dr Apt 305, Rock Springs, WY 82901
B 3655	AirMed Quarters Rock Springs, Apt 101	3218 Dewar Dr, Rock Springs, WY
B 3656	AirMed Quarters Layton at the Davis Hospital & Medical Center	2084 North 1700 West, Unit B, Layton, UT 84041
B 3657	AirMed Hangar Base Nephi	1915 Airport Road Hangar 1, Nephi, UT 84648
B 3659	AirMed Hangar at Salt Lake international Airport Tarmac	Salt Lake City, UT
B 3660	Bonderman Field Station at Rio Mesa - Instructional Discovery bldg	Moab, UT
B 3661	Bonderman Field Station at Rio Mesa -  West End Tuff Shed	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
B 3662	Bonderman Field Station at Rio Mesa - Bath House	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
B 3663	Bonderman Field Station at Rio Mesa - East End Tuff Shed	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
B 3664	Bonderman Field Station at Rio Mesa -  Yurt	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
B 3665	Bonderman Field Station at Rio Mesa - East End Shade Structure	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
B 368	Reserved - Ambulatory site	98 North Mario Capecchi Drive, Salt Lake City, UT 84112
B 3688	IHC Memorial Clinic	2000 South 900 East, Draper, UT 84105
B 3692	KUED/KUER Transmitter Building	Mt. Vision, Ogden, UT
B 3701	South Jordan Health Center	5126 West Daybreak Parkway, South Jordan, UT 84009
B 3702	Patient Appartments at the Baymont Hotel	2080 West North Temple Street, Salt Lake City, UT 84084
B 3703	Reserved for UUHC Saratoga Springs	Near 200 North 1000 West, Saratoga Springs, UT 84045
B 3705	University Health  School of Medicine  Orthopaedics	2645 East Parleys Way, Salt Lake City, UT 84109
B 3707	Lehi Community Clinic Development (TBD)	Lehi, UT 840043
B 3708	AirMed Quarters at Hyve Apts	1740 W Gertie Avenue, Salt Lake City, UT 84116
B 3710	Primary Childrens ENT Riverton Outpatient Clinic	3741 W 12600 S, Riverton, UT
B 3711	Utah Valley Outpatient Center	1157 North 300 West, Provo, UT 84604
B 3713	UNI HOME Centerville at Matt's Place	190 S Main St. Suite B, Centerville, UT 84014
B 3714	Moran Eye Clinic Farmington	150 N Central Ave, Farmington, UT 84025
B 3715	HMHI Farmington Outpatient Clinic	291 S. 200 W, Farmington, UT 84025
B 3716	Farmington Health Center	165 North University Avenue, Farmington, UT 84025
B 3717	Summit Center Business Park Occupational Therapy	2760 West Rasmussen Road, Park City, UT 84098
B 3718	HMHI South	240 East Morris Ave, Salt Lake City, UT 84115
B 3719	The Draw in Sugarhouse	2120 South 1300 East, Salt Lake City, UT
B 3720	IHC South Pavilion	5171 South Cottonwood Street, Murray, UT 84107
B 3721	OB - GYN Murray	5063 South Cottonwood Street, Suite 450, Murray, UT 84107
B 3722	Sugarhouse Health Center	1280 E. Stringham Avenue, Salt Lake City, UT 84106
B 3723	University of Utah Legacy Village of Sugarhouse Clinic	1212 E Wilmington Avenue, Salt Lake City, UT 84106
B 3729	WV Residential Lease 3	3750 South 5600 West, West Valley City, UT
B 3730	Day Break Clinic Trailer	5200 West Daybreak Parkway (11400 South), Salt Lake City, UT
B 3732	WV Residential Lease 2	3732 South 5600 West, West Valley City, UT
B 3734	FORGE Visitor Ctr	4874 E. Forge Rd., Milford, UT
B 3735	Observatory Control Building	38 Deg 31.104' N, 113 Deg. 17.143' W, Milford, UT 84751
B 3736	Huntsman Cancer Hospital Apartments	130 South 800 East, Salt Lake City, UT 84102
B 3737	David Eccles School of Business  - Low Income Tax Clinic	1453 S. Major Street, Suites 104, 105 And 106, Salt Lake City, Ut 84115, Salt Lake City, UT 84115
B 3738	University Neighborhood Partners Hartland	1578 West 1700 South, Salt Lake City, UT 84104
B 3739	Emigrant Pass Observatory	Salt Lake City, UT
B 3740	Virgina Tanner Creative Dance Program	190 S Wasatch Drive, Salt Lake City, UT 84112
B 3741	Artspace Commons I	824 South 400 West, Salt Lake City, UT 84101
B 3742	Mercer Downtown Apartments	556 East 300 South, Salt Lake City, UT 84102
B 3743	College of Fine Arts Residential Rental	745 S. 600 E., Salt Lake City, UT 84102
B 3744	UNI - 'Old'Salvation Army Bldg	500 E 252 S, Salt Lake City, UT 84102
B 3745	Block 44	380 South 400 East, Salt Lake City, UT 84102
B 3746	Braxton at Trolley Square	727 East 600 South, Salt Lake City, UT
B 3748	BTX Storage	1812 Empire Road, Salt Lake City, UT 84104
B 3750	West Valley Health & Community Center	3784 S 5600 W, West Valley City, UT 84120
B 3751	Reserved West Valley Health Campus - TBD	West Valley City, UT
B 3752	Reserved West Valley Health Campus - TBD	West Valley City, UT
B 3753	Reserved West Valley Health Campus - TBD	West Valley City, UT
B 3754	Reserved West Valley Health Campus - TBD	West Valley City, UT
B 3755	Reserved West Valley Health Campus - TBD	West Valley City, UT
B 3756	Reserved West Valley Health Campus - TBD	West Valley City, UT
B 3757	Reserved West Valley Health Campus - TBD	West Valley City, UT
B 3758	Reserved West Valley Health Campus - TBD	West Valley City, UT
B 3759	Reserved West Valley Health Campus - TBD	West Valley City, UT
B 3760	Range Creek Bunkhouse	WIlcox Ranch, UT
B 3761	Range Creek Cabin 1 Room	WIlcox Ranch, UT
B 3762	Range Creek Chicken Coop	WIlcox Ranch, UT
B 3763	Range Creek Corrugated SIlos	WIlcox Ranch, UT
B 3764	Range Creek Log Cabin 2 Rooms	WIlcox Ranch, UT
B 3765	Range Creek Pole Barn	WIlcox Ranch, UT
B 3766	Range Creek Pump House	WIlcox Ranch, UT
B 3767	Range Creek Ranch House	WIlcox Ranch, UT
B 3768	Range Creek Creek Shed	WIlcox Ranch, UT
B 3769	Range Creek Battery Depot	WIlcox Ranch, UT
B 3770	Pebble Creek Apartments	1616 West, Salt Lake City, UT
B 3771	Seven 65 Lofts	765 East 400 South, Salt Lake City, UT 84102
B 3772	Atmposhperic Science Fruitland Shed	Us 40 At 45000 West, Fruitland, UT
B 3773	Canyon View Apartments	522 West 1428 South, Orem, UT 84058
B 3774	Reserved for Northern Utah County Land Purchase	Orem, UT
B 3775	Reserved for Farmington Land Purchase Building	1119 Roueche Lane, Kaysville, UT 84037
B 3881	HMHI Kem and Carolyn Gardner Mental Health Crisis Care Center	955 West 3300 South, South Salt Lake, UT 84119
B 3901	Redwood Depot Industrial Park - Building E	1810 West Redwood Depot Lane, Salt Lake City, UT 84104
B 3902	Redwood Depot Industrial Park - Building F	1830 West Redwood Depot Lane, Salt Lake City, UT 84104
B 3903	Redwood Depot Building K	1805 W 1040 S, Salt Lake City, UT
B 3904	Community Nursing Clinic	2830 S. Redwood Rd, West Valley City, UT 84119
B 3969	Business and Technical Assistance Center	375 South Carbon Avenue, Price, UT 84501
B 3970	Huntsman at Home Rural	252 S Fairgrounds Rd Ste 118, Price, UT 84501
B 424	American Plaza III	47 West 200 South, Salt Lake City, UT 84101
B 4503	Gateway Tech Center	155 North 400 West, Salt Lake City, UT 84103
B 4581	KUED Communication Facilities - multiple sites	Various Kued Locations - Transmitters
B 4582	UIT Communication - multiple sites	Various Uit Sites
B 470	102 Tower Parking Structure	151 S State St, Salt Lake City, UT
B 480	West Valley Dialysis Center	3854 W 5400 S, Taylorsville, UT 84118
B 483	525 Plaza	525 E 100 S, Salt Lake City, UT 84102
B 484	Univ Health Sciences 515 Tower	515 E 100 S, Salt Lake City, UT 84102
B 485	U Hospital Business Sevices Building Parking Terrace Downtown	127 S 500 E, Salt Lake City, UT 84102
B 520	School of Med/Hospital Shops (demolished 1992)	Salt Lake City, UT 84112
B 558	Reserved - Huntsman Cancer Institute	Salt Lake City, UT
B 559	Reserved - Huntsman Cancer Institute	Salt Lake City, UT
B 562	Health Sciences Garage	1865 E. Medical Drive North, Salt Lake City, UT
B 6413	Utah State Correctional Facility	1480 N 8000 W, Salt Lake City, UT 84116
B 776	West Village Central Plant 2	1895 E Sunnyside Ave, Salt Lake City, UT
B 777	Reserved West Village Future Growth Phase 3	Salt Lake City, UT
B 778	Reserved West Village Future Growth Phase 3	Salt Lake City, UT
B 779	West Village Central Plant Phase 1	1995 E Sunnyside Ave, Salt Lake City, UT
B 780	Reserved West Village Community Center Phase 2	1935 E Sunnyside Ave, Salt Lake City, UT
B 781	Reserved West Village Future Growth Phase 3	Salt Lake City, UT
B 782	Reserved West Village Phase 3	Salt Lake City, UT
B 783	Reserved West Village Future Growth Phase 3	Salt Lake City, UT
B 784	Reserved West Village Future Growth Phase 3	Salt Lake City, UT
B 785	Sunnyside Apts Daycare	1955 E Sunnyside Ave, Salt Lake City, UT 84108
B 786	Reserved West Village Phase 3	Salt Lake City, UT
B 787	Reserved West Village Phase 3	Salt Lake City, UT
B 788	Reserved West Village Future Growth Phase 3	Salt Lake City, UT
B 789	Reserved West Village Phase 3	Salt Lake City, UT
B 790	Reserved West Village Phase 3	Salt Lake City, UT
B 791	Reserved West Village  Grad Residence Bldg C Phase 2	1885 E Sunnyside, Salt Lake City, UT
B 792	Reserved West Village Family Residence Phase 2 Bldg E	1925 E Sunnyside, Salt Lake City, UT
B 793	Reserved West Village Future Growth Phase 3	Salt Lake City, UT
B 794	Reserved West Village Future Growth Phase 3	Salt Lake City, UT
B 795	Reserved West Village Future Growth Phase 3	Salt Lake City, UT
B 796	Cottonwood Family Housing Bldg A	2021 Sunnyside, Salt Lake City, UT
B 797	Cottonwood Family Housing Bldg B	2045 Sunyside, Salt Lake City, UT
B 798	Spruce Graduate Housing Bldg C	2051 Sunnyside, Salt Lake City, UT
B 839	Myriad I	320 Wakara Way, Salt Lake City, UT 84108
B 842	310 Wakara	310 Wakara, Salt Lake City, UT
B 843	Myriad V	305 Chipeta, Salt Lake City, UT 84108
B 844	Myriad II	320 Wakara Way, Salt Lake City, UT 84108
B 850	HMHI TRB Parking Garage	2380 E. Tabby Lane, Salt Lake City, UT
B 862	Research Park Parking Structure (TBD)	South Bldg 875 410 Chipeta (tbd), Salt Lake City, UT
B 867	303 S Chipeta Way Parking Garage	303 S Chipeta Way, Salt Lake City, UT
